id,text
542,وصال توست اگر دل را مرادی هست و مطلوبی
543,سر ما و در میخانه که طرف بامش
544,افسر سلطان گل پیدا شد از طرف چمن
545,که پیش چشم بیمارت بمیرم
546, در سرای مغان رفته بود و آب زده
547,کارفرمای قدر می‌کند این من چه کنم
548,کاول نظر به دیدن او دیده ور شدم
549,هر جامه که عیار بپوشد کفن است آن
550,گوش کشیده است از آن گوش به من نمی‌کند
551,ناگهش سیل فنا نقش امل باطل کرد
552,شاهدش دیدار و گفتن فتنه اش ابرو و چشم
553,مصدق دارمت والله اعلم
554,نشاید کرد و آتش زیر سرپوش
555,بی‌حاصلست یارا اوقات زندگانی
556,به هر طریق که باشد اسیر دشمن را
557,خود نه زبان در دهان عارف مدهوش
558,هر که این روی ببیند بدهد پشت گریز
559,که نه قوت گریزست و نه طاقت گزندت
560,هر چند پیر و خسته دل و ناتوان شدم
561,ز ما گر طاعت آید شرمساریم
562,دوشم نوید داد عنایت که حافظا
563,شیرین لبان نه شیر که شکر مزیده‌اند
564,ماه و خورشید به منزل چو به امر تو رسند
565,آوازه درست است که من توبه شکستم
566,ای سخت کمان سست پیمان
567,باغبانان به شب از زحمت بلبل چونند
568,زین در دگر نراند ما را به هیچ بابی
569,گرم قرار نباشد که داغ هجران است
570,چون آدمی طمع نکند در سماحتش
571,قلب رقیق چند بپوشد حدیث عشق
572,سعدی به خفیه خون جگر خورد بارها
573,یک دمه دیدار دوست هر دو جهانش بهاست
574,باور از مات نباشد تو در آیینه نگه کن
575,آیینه‌ای طلب کن تا روی خود ببینی
576,بو که از لوح دلت نقش جهالت برود
577,که مستخلص نمی‌گردد بهاری بی زمستانی
578,پادشاهی کنم ار سایه به من برفکنی
579,پدرم نیز بهشت ابد از دست بهشت
580,چشمی و هزار دانه لولو
581, ز دلبرم که رساند نوازش قلمی
582,که پشه‌ای نبرد سنگ آسیایی را
583,پری رویا چرا پنهان شوی از مردم چشمم
584,ز اثر رنگ و بوی صحبت اوست
585,که علم عشق در دفتر نباشد
586,که سراپای بسوزند من بی سر و پا را
587,دیوار سرایت را نقاش نمی‌باید
588,غلام نرگس مست تو تاجدارانند
589,ساقی به مژدگانی عیش از درم درآی
590,لقد اطعت ولکن حبه آبی
591,مگر به درد دلی بازمانده‌ام یا رب
592,ای که با زلف و رخ یار گذاری شب و روز
593,داور دین شاه شجاع آن که کرد
594,مست است یار و یاد حریفان نمی‌کند
595,تو قلم نیستی که نیشکری
596,در عالم وصفش به جهانی برسیدم
597,باز با دلشدگان ناز و عتابی دارد
598,زهی سوار که صد دل به غمزه‌ای ببری
599,به شرط آن که ز مجلس سخن به در نرود
600,ور با تو بود دوزخ در سلسله آویزم
601,زهر اگر در مذاق من ریزی
602,با صبا همراه بفرست از رخت گلدسته‌ای
603,تن آسوده چه داند که دل خسته چه باشد
604,در آن شمایل مطبوع هیچ نتوان گفت
605,سوز عشقت ننشاند ز جگر جوش مرا
606,تا مگر زنده شوم زآن نفس روحانی
607,وین نباشد مگر آن وقت که رای تو بود
608,ندیده‌اند مگر دلبران بت رو را
609,ساقی به دست باش که غم در کمین ماست
610,وعده از حد بشد و ما نه دو دیدیم و نه یک
611,به زلف گوی که آیین دلبری بگذار
612,میان عیب و هنر پیش دوستان کریم
613, دیر آمدی‌ای نگار سرمست
614,که حکم آسمان این است اگر سازی و گر سوزی
615,تو دوستی کن و از دیده مفکنم زنهار
616,باز بر قامت زیبای تو چالاکترست
617,نام حافظ گر برآید بر زبان کلک دوست
618,ای بسا رخ که به خونابه منقش باشد
619,دوله القی بمن القی بروحی فی الخطر
620,زنهار سعدی از دل سنگین کافرش
621,دانی که چیست دولت دیدار یار دیدن
622,دانند عاقلان که مجانین عشق را
623,تا در این خرقه ندانی که چه نادرویشم
624,گر چه لایق نبود دست من و دامن تو
625,تا دم صبح قیامت نگران خواهد بود
626,مشکل به دست آرد کسی مانند تو شهباز را
627,تو خود ای گوهر یک دانه کجایی آخر
628,که نه این نوبت نخستینست
629,غبار راه طلب کیمیای بهروزیست
630,باری غرور از سر بنه و انصاف درد من بده
631,چو مور افتان و خیزان رفت باید
632,هر گه که گویم این دل ریشم درست شد
633,بار یاران بکش که دامن گل
634,صوفی نظر نبازد جز با چنین حریفی
635,سواد نامه موی سیاه چون طی شد
636,که بر گلبن گل سوری چنین زیبا نمی‌باشد
637,چاره ما هیچ نیست جز سپر انداختن
638, آخر ای سنگ دل سیم زنخدان تا چند
639,کاندر ازلم حرز تو بستند به بازوی
640,تکیه بر عهد تو و باد صبا نتوان کرد
641,که نه با تیر و کمان در پی او تاخته‌ای
642,مرا خیال کسی کز خیال بیرونست
643,چندان که تو می‌خوری ندیدم
644,مگر شمایل قد نگار من دارد
645,در همه شهر فراهم ننشست انجمنی
646,سعدیا بی وجود صحبت یار
647,مطربا مجلس انس است غزل خوان و سرود
648,اگر چه در پی ام افتند هر دم انجمنی
649,بو که صاحب نظری نام تماشا ببرد
650,وان ستمگر عزم هجران می‌کند
651,واجب کند که صبر کنی بر جراحتش
652,که ساقیان کمان ابرویت زنند به تیر
653,برای وصل گل آمد برون ز بیت حزن
654,سرمست درآمد از خرابات
655,که موسم طرب و عیش و ناز و نوش آمد
656,که با شکردهنان خوش بود سؤال و جواب
657,علی‌الخصوص که از دست یار زیباخوست
658,تو هم بازآمدی ناچار و ناکام
659,دمی با دوست در خلوت به از صد سال در عشرت
660,من جرب المجرب حلت به الندامه
661,خنک آن روز که در پای تو جان اندازم
662,هر چه کوته نظرانند بر ایشان پیمای
663, واعظان کاین جلوه در محراب و منبر می‌کنند
664,لیکن این حال محال است که پنهان ماند
665,بلا بگردد و کام هزارساله برآید
666,ای که ملامت کنی عارف دیوانه را
667,چو به منتها رسد گل برود قرار بلبل
668,سیمرغ ما چه لایق زاغ آشیان توست
669,مردم زیر زمین رفتن او پندارند
670,ای دل به هرزه دانش و عمرت به باد رفت
671,عمر من است زلف تو بو که دراز بینمش
672,ز من حکایت هجران مپرس در شب وصل
673,و از انتصاف آصف جم اقتدار هم
674,هم با تو گر ز دست تو دارم شکایتی
675,که بی رخ تو فروغ از چراغ دیده ندیدم
676, دلا بسوز که سوز تو کارها بکند
677,چون بخت نیک انجام را با ما به کلی صلح شد
678,بدان شمع خلوتگه پارسایی
679,در خرقه چو آتش زدی ای عارف سالک
680,نقش خیالی می‌کشم فال دوامی می‌زنم
681,ای که با سلسله زلف دراز آمده‌ای
682,ای خیال ار شبی از رهگذرم برخیزی
683,عشق و سودا و هوس در سر بماند
684,همیشه تا که بود متصل مسا و صباح
685,بیا بیا صنما کز سر پریشانی
686,تو به حال من مسکین به جفا می‌نگری
687,عمر به نقد می‌رود در سر گفت و گوی او
688,همی‌گفت این معما با قرینی
689,ساکن شود بدیدم و مشتاق‌تر شدم
690,ساقیان لاابالی در طواف
691,می دوساله و محبوب چارده ساله
692,می‌گشتم اندر آن چمن و باغ دم به دم
693,قصّةُ العشقِ لا انفصام لها
694,در عهد موسی می‌کند آواز گاو سامری
695,به دوستی که اگر زهر باشد از دستت
696,سیر نمی‌شود نظر بس که لطیف منظری
697, معلمت همه شوخی و دلبری آموخت
698,به دو چشم تو که گر بی تو برندم به بهشت
699,مدعیم گر نکنم جان نثار
700,تا با درخت گل بنشینم به بوی دوست
701,ور ببندی سر به در بر می‌زند
702,با طبیب نامحرم حال درد پنهانی
703,گر شما را نه بس این سود و زیان ما را بس
704,خاطرت کی رقم فیض پذیرد هیهات
705,کانجا که ارادت بود انکار نباشد
706, چه جرم رفت که با ما سخن نمی‌گویی
707,چه کنم پای بند احسانم
708,نظر به صفحه اول مکن که تو بر توست
709,زان جان و دلم همی فکار است
710,معاف دوست بدارند قتل عمدا را
711,باز کردند بامداد دری
712,تا وقت جان سپردنم اندر نظر بود
713,دلبری برگزیده‌ام که مپرس
714,ز من چو باد صبا بوی خود دریغ مدار
715,من با همه جوری از تو خشنودم
716,بر سر خوان لبت دست چو من درویشی
717,صفت یوسف نادیده بیان می‌کردند
718,مذاق حرص و آز ای دل بشو از تلخ و از شورش
719,به بام قصر برآ و چراغ مه برکن
720,خوشا کسی که در این راه بی‌حجاب رود
721, پای سرو بوستانی در گلست
722,تا در آن آب و هوا نشو و نمایی بکنیم
723,بزه کردی و نکردند مؤذنان ثوابی
724,اگر چه روی چو ماهت ندیده‌ام به تمامی
725,ایمنی از خروش من گر به جهان دراوفتد
726,به هیچ عارضه شخص تو دردمند مباد
727,چون نیفتد سخن در افواهم
728,شکنج گیسوی سنبل ببین به روی سمن
729,چرا که شیوه آن ترک دل سیه دانست
730,خفته بر سنجاب شاهی نازنینی را چه غم
731,دم عیسیست پنداری نسیم باد نوروزی
732,صلاح ما همه دام ره است و من زین بحث
733,شیرین بضاعت بر مگس چندان که تندی می‌کند
734,که نه تنها منم ربوده عشق
735,مگر آنست که با دوست به پایان آرند
736,سرو بین کاهنگ صحرا می‌کند
737,ز عقل اندیشه‌ها زاید که مردم را بفرساید
738,حاصل آن است که چون طبل تهی پربادم
739,کیست آن کش سر پیوند تو در خاطر نیست
740,خفتگان را خبر از محنت بیداران نیست
741,زمام خاطر بی‌اختیار من دارد
742,زاهدان معذور داریدم که اینم مذهب است
743,نتوانم که حکایت کنم الا به حضور
744,حدیث عقل در ایام پادشاهی عشق
745,روی تو بازار آفتاب شکسته‌ست
746,چو زر عزیز وجود است نظم من آری
747,این بار پرده از سر اسرار برگرفت
748,به اختیارت اگر صد هزار تیر جفاست
749,دست از طلب ندارم تا کام من برآید
750,به بوی زلف و رخت می‌روند و می‌آیند
751,دلارامی بدین خوبی دریغ ار مهربانستی
752,تا ندیدی گدای بازارش
753,دیده فتح ابد عاشق جولان تو باد
754,شاهد ما را نه هر چشمی چنان بیند که هست
755,مرا تا نقره باشد می‌فشانم
756,حافظ اندیشه کن از نازکی خاطر یار
757,شراب سلسبیل از چشمه نوش
758,صید بیابان عشق چون بخورد تیر او
759,کاش باری باغ و بستان را که تحسین می‌کنند
760,در بند تو افتادم و از جمله برستم
761,به که دیدن میان اغیارش
762,وین عجب کان وقت می‌گریم که کس بیدار نیست
763,من که باشم در آن حرم که صبا
764,چون رفت نیاید به کمند آن دم و ساعت
765,زان سوی بحر آتش اگر خوانیم به لطف
766,من گرفتار کمندم تو چه دانی که سواری
767,چون بر او باد صبایی می‌زند
768,چرا که حافظ از این راه رفت و مفلس شد
769,صورت سنگین دلی کشنده سعدیست
770,صوفی مجلس که دی جام و قدح می‌شکست
771,آنست آدمی که در او حسن سیرتی
772,هر چه خواهی کن که ما را با تو روی جنگ نیست
773,گویی چه شد کان سروبن با ما نمی‌گوید سخن
774,تا غباری ننشیند به دل خرم دوست
775,پرده بردار ای بهار و لاله و نسرین من
776,که باری من ندیدستم چنین گل در گلستانی
777,می‌نگفتم سخن در آتش عشق
778,از آن خوش است که امید رحمت فرداست
779,دیوان حساب و عرض منشور
780,آدمی در عالم خاکی نمی‌آید به دست
781,فریاد سعدی از دل نامهربان دوست
782,گرت معاونتی دست می‌دهد دریاب
783,گر باز کنند از شکن زلف تو تابی
784,گوشوار زر و لعل ار چه گران دارد گوش
785,تو بدین چشم مست و پیشانی
786, دولت جان پرورست صحبت آموزگار
787,که هیچ خلق نبینی به حسن و منظر خویش
788,درخت دوستی بنشان که کام دل به بار آرد
789,گفتم از آسیب عشق روی به عالم نهم
790,طرفه مدار اگر ز دل نعره بیخودی زنم
791, دریچه‌ای ز بهشتش به روی بگشایی
792,کار ما همچو سحر با نفسی افتاده‌ست
793,زین گلبنان هنوز مگر گل نچیده‌اند
794,هر ساعتی این فتنه نوخاسته از جای
795,فتنه انگیزی و خون ریزی و خلقی نگرانت
796,چراغ چون تو نباشد به هیچ خانه ولیکن
797,خیز و در کاسه زر آب طربناک انداز
798,زاهد بنگر نشسته دلتنگ
799,بتا چون غمزه‌ات ناوک فشاند
800,ای همه شکل تو مطبوع و همه جای تو خوش
801,امثال تو از صحبت ما ننگ ندارند
802,حق را به روزگار تو با ما عنایتی
803,حکمش رسد ولیکن حدی بود جفا را
804,بی دلی در همه احوال خدا با او بود
805,گونهٔ زردش دلیل ناله زارش گواست
806,نتواند که کند دعوی همبالایی
807, شکست عهد مودت نگار دلبندم
808,گلبن عیش می‌دمد ساقی گلعذار کو
809,نوبهار است در آن کوش که خوشدل باشی
810,من از تو روی نپیچم که شرط عشق آن است
811,من همی‌کردم دعا و صبح صادق می‌دمید
812,ز بانگ ناله من گوش چرخ کر می‌گشت
813,بریده‌اند لطافت چو جامه بر بدنش
814,فلا تفرد عن روضها انین حمامی
815,سیاه نامه‌تر از خود کسی نمی‌بینم
816,دریا در و مرجان بود و هول و مخافت
817, کس درنیامدست بدین خوبی از دری
818,میان عاشق و معشوق هیچ حائل نیست
819,آن که فکرش گره از کار جهان بگشاید
820,درخت ارغوان روید به جای هر مغیلانی
821,ای خواجه درد نیست وگرنه طبیب هست
822,محتسب گو تا ببیند روی دوست
823,ور شکایت کنم از دست تو پیش که برم
824,هرک اوفتاد مست محبت ز جام دوست
825,خطا نگر که دل امید در وفای تو بست
826,ورت خجالت سرو آرزو کند بخرام
827,آن سیل که دوش تا کمر بود
828,شاید که چو وابینی خیر تو در این باشد
829,چه دشمنی تو که از عشق دست و شمشیرت
830,به خواب دوش چنان دیدمی که زلفینش
831,که رفت عمر و هنوزم دماغ پر ز هواست
832,دور از لب مردمان دون باد
833,یکی درخت گل اندر فضای خلوت ماست
834,به صفای دل رندان صبوحی زدگان
835,چو برشکست صبا زلف عنبرافشانش
836,فتاد در سر حافظ هوای میخانه
837,الا ای ترک آتشروی ساقی
838,دانم که بگذرد ز سر جرم من که او
839,چو تلخ عیشی من بشنوی به خنده درآی
840,یک امشبی که در آغوش شاهد شکرم
841,دلا دلالت خیرت کنم به راه نجات
842,دمی با همدمی خرم ز جانم بر نمی‌آید
843,به ترک عشق تو گفتن نه طبع موزونست
844,چنگ بنواز و بساز ار نبود عود چه باک
845, ای آفتاب آینه دار جمال تو
846,حیرت عشاق را عیب کند بی بصر
847,بروید چون تو سروی بر لب جوی
848,کشتی عمرم شکسته‌ست از غمش
849,بسا هوشمندا که در کوی عشق
850,که هر که بی‌هنر افتد نظر به عیب کند
851,که زیارتگه رندان جهان خواهد بود
852,ز آهنین چنگال شاهین غمت
853,پیش خصم ایستاده چون سپری
854,دامن دوست به دنیا نتوان داد از دست
855,دستی به کام دل ز سپهر دغا که برد
856,مگر در آینه بینی و گر نه در آفاق
857,سعدیا گفتار شیرین پیش آن کام و دهان
858,پاکبازان بر شمشیر تو عمدا آیند
859,گر بکشم زهی طرب ور بکشد زهی شرف
860,ز ورد نیم شب و درس صبحگاه رسید
861,جفای عشق تو بر عقل من همان مثل است
862,کاشکی خاک بودمی در راه
863,به تیغ هندی دشمن قتال می‌نکند
864,صحبت حور نخواهم که بود عین قصور
865,این زمان سر به ره آرم چه حکایت باشد
866,عیش‌ها دارم در این آتش که بینی دم به دم
867,ببند یک نفس ای آسمان دریچه صبح
868,همواره مرا کوی خرابات مقام است
869,نه بی او می‌توان بودن نه با او می‌توان گفتن
870,گر ز پیش خود برانی چون سگ از مسجد مرا
871,به زان که خرقه بر سر زنار می‌کنم
872,گر به خون تشنه‌ای اینک من و سر باکی نیست
873,آن گه بگویمت که دو پیمانه درکشم
874,نثار خاک رهت نقد جان من هر چند
875,به قهر اگر بستیزد هزار تن بکشد
876,بند بر پای توقف چه کند گر نکند
877,تو از غرور جوانی همیشه در خوابی
878,وز تو بخشایش تو می‌خواهم
879,یا دل از چنبر عشق تو به من وانرسد
880,چراغ دولتش نوری ندارد
881,هر ناله و فریاد که کردم نشنیدی
882,طمع در آن لب شیرین نکردنم اولی
883,چون نرود بنده‌وار هر که برندش اسیر
884,بس غریب افتاده است آن مور خط گرد رخت
885,که ندانم به خویشتن پرداخت
886,عمری که بی حضور صراحی و جام رفت
887,یا ببندد خون از این موضع که سوزن می‌بری
888,در راه عشق وسوسه اهرمن بسیست
889,گواهی می‌دهد صورت بر اخلاقش به زیبایی
890,بلای عشق تو بنیاد زهد و بیخ ورع
891,پیغام دوستان برسانی بدان پری
892,همه عالم صنم چین به حکایت گویند
893,که بر دل است ندانم کدام برگیرم
894,من از کمند تو اول چو وحش می‌برمیدم
895,دیده بردوختی از خلق جهان چون بازم
896,اعتقادی بنما و بگذر بهر خدا
897,نفس باد صبا مشک فشان خواهد شد
898,ساقی چمن گل را بی روی تو رنگی نیست
899,گل بخندید که از راست نرنجیم ولی
900,گر آن شیرین پسر خونم بریزد
901,که هم نادیده می‌بینی و هم ننوشته می‌خوانی
902,هر که روی یاسمین و جعد سنبل بایدش
903,گر واسطه سخن نبودی
904,زنهار نگویی این نه نیکوست
905,گرگ دهن آلوده یوسف ندریده
906,تو پادشاه کجا یاد پاسبان آری
907,شمع من روز نیامد که شبم بفروزی
908,قیمت وصل نداند مگر آزرده هجر
909,بنشین که به خاطر بگرفتست نشانت
910,فرخنده آن کسی که به سمع رضا شنید
911,وز پی دیدن او دادن جان کار من است
912,حذر کنید ز باران دیده سعدی
913,دلم در بند تنهایی بفرسود
914,دست طلب داشتن ز دامن معشوق
915,که مکدر شود آیینه مهرآیینم
916,حق نگه دار که من می‌روم الله معک
917,سیرتی چون صورت مستحسنت
918, ای سروبالای سهی کز صورت حال آگهی
919, چشم خدا بر تو ای بدیع شمایل
920,ره ندیدم چو برفت از نظرم صورت دوست
921, دو چشم مست تو کز خواب صبح برخیزند
922,خرم تن او که چون روانش
923,آتشی بر سرم از داغ جدایی می‌رفت
924,نرسیدی بگرد جولانت
925,راز سربسته ما بین که به دستان گفتند
926,بجز پیشت نخواهم سر نهادن
927,پس چه فرق از ناطقی تا جامدی
928,تویی که بر سر خوبان کشوری چون تاج
929,من و انکار شراب این چه حکایت باشد
930,ای رقیب این همه سودا مکن و جنگ مجوی
931,مرا به علت بیگانگی ز خویش مران
932,عمریست پادشاها کز می تهیست جامم
933, دست با سرو روان چون نرسد در گردن
934,به ناز اگر بخرامی جهان خراب کنی
935,می خور که صد گناه ز اغیار در حجاب
936,که زاد این صورت منظور محبوب
937,به راه میکده حافظ خوش از جهان رفتی
938,پس از چندین تحمل‌ها که زیر بار غم کردی
939,گو بیامرز که من حامل اوزار تو باشم
940,یا بگریزم به چه مردانگی
941,چشم بد را گفتم الحمدی بدم پیرامنش
942,الا که بریزد استخوانم
943,نه ممکن است که مثل نگار ما باشد
944,نتوان مرد به سختی که من این جا زادم
945,چو نسرین صد گل آرد بار و چون بلبل هزار آرد
946,همه در سایه گیسوی نگار آخر شد
947,ربیع العمر فی مرعی حماکم
948,سبز است در و دشت بیا تا نگذاریم
949,گر منش دوست ندارم همه کس دارد دوست
950,برقی از منزل لیلی بدرخشید سحر
951,با طبع ملولت چه کند دل که نسازد
952,آن گاه توبه استغفرالله
953,سروقدی میان انجمنی
954,نه مرا طاقت غربت نه تو را خاطر قربت
955,باخبر از درد من الا خبیر
956,وان که با یار هودجش نظر است
957,آمد به گوش ناگهم آواز بلبلی
958,خورشید اگر تو روی نپوشی فرو رود
959,چو ذکر خیر طلب می‌کنی سخن این است
960,گفت خود دادی به ما دل حافظا
961,مداد نیست کز او می‌رود زلال است این
962,شعری بخوان که با او رطل گران توان زد
963,ما نیز در رقص آوریم آن سرو سیم اندام را
964,از بس که دیر ماندی چون شام روزه داران
965,راحت جان باشد از آن قبضه تیغ
966,پیل اگر دربند می‌افتد مسخر می‌شود
967,که هشیاران نیاویزند با مست
968,این قدر هست که گه گه قدحی می نوشم
969,انگار که خاک آستانم
970,آفتاب آسا کند در شب تجلی روی تو
971,دست رنج تو همان به که شود صرف به کام
972,در گلستان ارم دوش چو از لطف هوا
973,اگر نه عقل به مستی فروکشد لنگر
974,گر مطیع خدمتت را کفر فرمایی بگوید
975,گر ملامت می‌کنندم ور قیامت می‌شود
976,که گر هلاک شوی منتی پذیر از دوست
977,من در پناه لطف تو خواهم گریختن
978,تا بدیدم ز سنگ سختتری
979,چون از این غصه ننالیم و چرا نخروشیم
980,سعدی شیرین زبان این همه شور از کجا
981,مرا مپرس که چونی به هر صفت که تو خواهی
982, خلاف سرو را روزی خرامان سوی بستان آی
983,رفتن آسان بود ار واقف منزل باشی
984,اگر روم ز پی اش فتنه‌ها برانگیزد
985,غافل از صوفیان شاهدباز
986,گر سرو بوستانت بیند که می‌خرامی
987,سیمرغ چه می‌کند به عصفور
988,لیکن چه توان کرد که قوت نتوان کرد
989,گویی دو چشم جادوی عابدفریب او
990,می‌روی و مقابلی غایب و در تصوری
991,سعدیا چاره ثباتست و مدارا و تحمل
992,تا به بستان ضمیرت گل معنی بشکفت
993,دگر چه چاره که با زورمند برنایند
994,با بلبلان بی‌دل شیدا مکن غرور
995, دل من در هوای روی فرخ
996,تو با این لطف طبع و دلربایی
997,در این سخن که بخواهند برد دست به دست
998,جان به هوای کوی او خدمت تن نمی‌کند
999, مجلس ما دگر امروز به بستان ماند
1000,پندش مده که جهل در او نیک محکمست
1001,آن غالیه خط گر سوی ما نامه نوشتی
1002,محمل بدار ای ساروان تندی مکن با کاروان
1003,ما حسبت الان الا قد هجم
1004,چل سال رنج و غصه کشیدیم و عاقبت
1005,صنم ماست که در هر خم زلفش چینیست
1006,برگ چشمم می‌نخوشد در زمستان فراقت
1007,من با کسی افتاده‌ام کز وی نپردازم به کس
1008,دامن گوهر بیار بر سر مجلس ببار
1009,نظیر دوست ندیدم اگر چه از مه و مهر
1010,کوه بنالد به زبان صدا
1011,بدر تمام روزی در آفتاب رویت
1012,اسیر خویش گرفتی بکش چنان که تو دانی
1013,مسند به گلستان بر تا شاهد و ساقی را
1014,نوبه زهدفروشان گران جان بگذشت
1015,مزن ز چون و چرا دم که بنده مقبل
1016,گرت اندیشه می‌باشد ز بدگویان بی معنی
1017,مهل که روز وفاتم به خاک بسپارند
1018, صید بیابان عشق چون بخورد تیر او
1019,ور کسی گفت مگر هم تو زبانش باشی
1020,شبی خوش هر که می‌خواهد که با جانان به روز آرد
1021,لبان لعل چون خون کبوتر
1022,درازنای شب از چشم دردمندان پرس
1023,صد بار توبه کرد و دگربار می‌کند
1024,یا لیت شعری حتام القاه
1025,گو به شیراز آی و خاک من ببوی
1026,یک بار بگو که کشتهٔ ماست
1027,که ما را دور کرد از دوستداران
1028, ز در درآ و شبستان ما منور کن
1029,ملامت من مسکین کسی کند که نداند
1030,گر از حدیث تو کوته کنم زبان امید
1031, یاد باد آن که ز ما وقت سفر یاد نکرد
1032,که سرفرازی عالم در این کله دانست
1033,عیدست و آنک ابروی همچون هلال دوست
1034,کز رقت اندرون ضعیفم چو جام شد
1035,سهل است تلخی می در جنب ذوق مستی
1036,همخانه من باشی و همسایه نداند
1037,ای محتسب از جوان چه خواهی
1038,که بی وجود شریفت جهان نمی‌بینم
1039,تهمتی بر شب روان خیل خواب انداختی
1040,در روی خود تفرج صنع خدای کن
1041,هر که هوا گرفت و رفت از پی آرزوی دل
1042,کز منطق آن شکرفشان است
1043,هر که درمان می‌پذیرد یا نصیحت می‌نیوشد
1044,خود شرم نمی‌آیدش از ننگ بضاعت
1045,کی روی ره ز که پرسی چه کنی چون باشی
1046,لیکن این هست که این نسخه سقیم افتادست
1047,مرغ عاشق بریده پر باشد
1048,ای برادر غم عشق آتش نمرود انگار
1049,تنش درست و دلش شاد باد و خاطر خوش
1050,مسند خواجگی و مجلس تورانشاهی
1051,فی الجمله می‌کنی و فرو می‌گذارمت
1052,پاره گرداند زلیخای صبا
1053,در دولت خاقان نتوان کرد خلافت
1054,که بگرفت این شب یلدا ملال از ماه و پروینم
1055,که عجب دارم اگر تخته به ساحل برود
1056,بر رخ او نظر از آینه پاک انداز
1057,اگر چه هر چه جهانت به دل خریدارند
1058,آن کس که به دست جام دارد
1059,دعای صبح و آه شب کلید گنج مقصود است
1060,ور چو پروانه دهد دست فراغ بالی
1061,که مونس دم صبحم دعای دولت توست
1062,ما و چراغ چشم و ره انتظار دوست
1063,یار دیرینه ببینید که با یار چه کرد
1064,شاهد ما آیتیست وین همه تفسیر او
1065,گاه گویم که بنالم ز پریشانی حالم
1066,باشد که گذر باشد یک روز بر آن خاکت
1067,شرممان باد ز پشمینه آلوده خویش
1068,چو خود بیاید عذرش بباید آوردن
1069,به فیض جرعه جام تو تشنه‌ایم ولی
1070,که نه کاریست شکیبایی و اندهناکی
1071,اگر خاک وی اندر دیده مالی
1072,یا رب این آتش که در جان من است
1073,عزم سبک عنان تو در جنبش آورد
1074,یا گناهیست که اول من مسکین کردم
1075,امشب سبکتر می‌زنند این طبل بی‌هنگام را
1076,کس ندیدست آدمیزاد از تو شیرین‌تر سخن
1077,نگاه دار سر رشته تا نگه دارد
1078,دلت نسوخت که مسکین امیدوار منست
1079,عوام خلق ملامت کنند صوفی را
1080,که التفات کند کمترین گدایی را
1081,اگر چه مالک رقی و پادشاه به حقی
1082,پرده پرهیزکنان می‌دری
